driver_id,customer_id,n_trips,avg_gmv,n_ghost,min_gap_min,n_close_gap,n_gap_valid,promo_rate,pct_close_gap,ghost_rate,high_confidence,n_rated_by_customer,n_rated_by_driver,pct_rate_customer_is_5,pct_rate_driver_is_5,mutual_perfect_rating,total_gmv_flagged,if_score_percentile,vae_rank_pct,lof_score_percentile
d2a0b9232e5e615d,7e9ba7301aa6c3db,24,139208.33333333334,0,2.333333333333333,2,23,0.625,0.0869565217391304,0.0,False,24,0,1.0,,False,3341000.0,0.011114969232476473,0.0072023568746353295,0.5287432030441771
d2a356488a6d7005,67b19ffa85ba28c1,32,34062.5,7,1.9,13,31,0.0,0.4193548387096774,0.21875,True,32,32,1.0,1.0,True,1090000.0,0.0062358378109417115,0.007195197474163528,0.054937659520391764
d2a48cec1a91c816,b64731b06dcec30c,28,13035.714285714286,0,58.65,0,27,0.6071428571428571,0.0,0.0,False,7,28,1.0,1.0,True,365000.0,0.04448851453179311,0.005240681145360915,0.09200187576292361
d3ac170709f50de7,a9640b909f60adb4,91,53175.82417582418,22,1.0,22,90,0.4945054945054945,0.2444444444444444,0.2417582417582417,False,75,23,1.0,1.0,True,4839000.0,0.0008985047592114636,0.00012170980802073128,0.009110337100371214
d3b3f59356fa082d,65ef381dfbdfba76,28,220285.7142857143,0,25.78333333333333,0,27,0.1071428571428571,0.0,0.0,False,14,0,1.0,,False,6168000.0,0.019996205517749943,0.0065723296331164915,0.06816823159228647
d429b6761fabccc8,8f8892e8ce3dc549,55,34600.0,11,1.3,5,54,1.0,0.0925925925925925,0.2,False,43,0,1.0,,False,1903000.0,0.001109707073129696,0.0022731096497978776,0.03401789134177904
d453440c5feb96ec,72b86be33a9770fd,31,301838.70967741933,0,15.433333333333334,0,30,0.967741935483871,0.0,0.0,False,28,31,1.0,1.0,True,9357000.0,0.013674454901146578,0.004281321482139111,0.5318432234484685
d477f2f0ab3be6d4,6828424861e00d64,25,258880.0,0,57.3,0,24,0.52,0.0,0.0,False,3,25,1.0,1.0,True,6472000.0,0.022179822661650313,0.00773573220978474,0.11203745798326849
d4b9bbbb333d2aa0,379ada8b1a698b1b,36,30888.88888888889,1,2.316666666666667,4,35,0.0,0.1142857142857142,0.0277777777777777,False,4,35,1.0,1.0,True,1112000.0,0.03582921966114558,0.009275003311222774,0.08207178730853078
d51352cdfa881268,033c004fba82759d,26,154076.92307692306,0,28.05,0,25,0.3461538461538461,0.0,0.0,False,2,0,1.0,,False,4006000.0,0.01911559925971799,0.012861862947596725,0.19529412606988292
d51e5d8fd1661a60,b4a8bbb03d9983e0,26,219653.84615384616,0,14.516666666666667,0,25,0.9615384615384616,0.0,0.0,False,16,25,1.0,1.0,True,5711000.0,0.005666665473433255,0.00996230575651591,0.9046654233174514
d55b2e50d7334ea6,693488a4037decdc,26,319538.4615384616,0,20.966666666666665,0,25,0.8846153846153846,0.0,0.0,False,8,24,1.0,1.0,True,8308000.0,0.014318800943608982,0.00620720020905452,0.29980347445704897
d55bb19e62fdcba1,d0e5b1dd23621925,31,126903.2258064516,0,64.83333333333333,0,30,0.0,0.0,0.0,False,29,0,1.0,,False,3934000.0,0.009722465840710499,0.006214359609526321,0.19062977666250228
d56dc5041a15a1a6,35510a2ded08e417,35,47371.42857142857,0,7.666666666666667,0,34,0.3142857142857143,0.0,0.0,False,19,1,1.0,1.0,True,1658000.0,0.009586437231746214,0.009815538046843986,0.06465296596063046
d5b7dcc0ba5860dc,3d8210d1ef1503df,27,134407.40740740742,1,38.2,0,26,0.1481481481481481,0.0,0.037037037037037,False,20,0,1.0,,False,3629000.0,0.006332489717311073,0.009385974018535692,0.29400436007488734
d63a72f37a36f49b,3bfe5a6f87f66977,58,111172.41379310343,0,13.85,0,57,0.5689655172413793,0.0,0.0,False,56,58,1.0,1.0,True,6448000.0,0.0064971559281625756,0.0018900817245564028,0.014279424241014058
d65f18595daea3c4,4a944c23447e01b0,26,184000.0,0,16.2,0,25,0.8461538461538461,0.0,0.0,False,8,26,1.0,1.0,True,4784000.0,0.024485149613571358,0.014197091135588313,0.4046994304696925
d6847928ebf6cabc,08e261dc4ce0c4b4,37,123351.35135135136,1,15.016666666666667,0,36,1.0,0.0,0.027027027027027,False,2,0,1.0,,False,4564000.0,0.0028172240856550674,0.008226151142103344,0.04342176386149424
d6863fbfe87786b9,ba01ba17b5287b6c,29,174275.8620689655,0,13.083333333333334,0,28,0.8620689655172413,0.0,0.0,False,27,29,1.0,1.0,True,5054000.0,0.006268055113064832,0.004352915486857123,0.17360830204078712
d69c518bb874969b,cf4ed370c7c89d68,45,34266.666666666664,25,0.7166666666666667,16,44,0.0444444444444444,0.3636363636363636,0.5555555555555556,True,45,39,1.0,1.0,True,1542000.0,0.0013030108858684173,0.004488944095821457,0.01827079000404506
d69e6a8e592a3bd2,8f8f952a61ef3882,29,154310.3448275862,7,28.633333333333333,0,28,0.9310344827586208,0.0,0.2413793103448276,False,6,29,1.0,1.0,True,4475000.0,0.002147820141541347,0.0070341109635478904,0.04339670595984292
d69f6d6739baff20,26998ffcb290636b,36,47694.444444444445,17,0.5,23,35,0.0277777777777777,0.6571428571428571,0.4722222222222222,True,11,17,1.0,1.0,True,1717000.0,0.007857442017805428,0.005573593267299781,0.016556113591047885
d69f6d6739baff20,63e68af526192dd7,51,41666.66666666666,19,0.5,37,50,0.0,0.74,0.3725490196078431,True,12,16,1.0,0.9375,False,2125000.0,0.006686880040665395,0.009160452903673844,0.028551689081556312
d6cb70e5b6bc69d2,e05741370b52d681,34,197764.70588235292,0,31.2,0,33,0.9411764705882352,0.0,0.0,False,34,2,1.0,1.0,True,6724000.0,0.0026794056265728307,0.004023583065154157,0.5758305799472352
d6d311b542894bbd,f5f8069ad4a3d08e,36,97694.44444444444,0,17.9,0,35,0.3055555555555556,0.0,0.0,False,36,36,1.0,1.0,True,3517000.0,0.03062433551814371,0.004739523112334609,0.2553078005247841
d6e8040884dbf96b,e347b201934112c2,25,408160.0,1,29.95,0,24,0.72,0.0,0.04,False,22,2,1.0,1.0,True,10204000.0,0.0016108651061560106,0.0022373126474388716,0.07940491063278361
d6f7c63c9ece887d,e18e24d03a0dead3,54,150888.88888888888,0,28.366666666666667,0,53,1.0,0.0,0.0,False,8,0,1.0,,False,8148000.0,0.0025165292658392785,0.0016287636073355483,0.00583491138452066
d73584683097cb0f,e2d1ec8c0b19fa79,35,38200.0,1,1.4833333333333334,23,34,0.0571428571428571,0.6764705882352942,0.0285714285714285,True,12,35,1.0,1.0,True,1337000.0,0.020418610145586408,0.011376287349697312,0.06156010495681092
d75a3daa79605185,b6cb99f649541fd0,38,143368.42105263157,1,15.483333333333333,0,37,0.7368421052631579,0.0,0.0263157894736842,False,29,37,1.0,1.0,True,5448000.0,0.005587912068243405,0.006482837127218977,0.7810762726729263
d7723610e4c92c74,ff68c7dfa15cdda5,24,375875.0,0,10.85,0,23,0.625,0.0,0.0,False,15,23,1.0,1.0,True,9021000.0,0.020730044066109905,0.00386607625477442,0.09411389890210593
d78c8a113a8959ea,5c340713092f6b96,29,176379.3103448276,1,44.43333333333333,0,28,0.9655172413793104,0.0,0.0344827586206896,False,22,29,1.0,1.0,True,5115000.0,0.008376498552011254,0.01183448897989281,0.5318002670456377
d7b634b0618ebd34,aec7c15a653cf9f6,32,84375.0,1,1.0666666666666669,1,31,0.75,0.032258064516129,0.03125,False,2,32,1.0,1.0,False,2700000.0,0.026117492921142783,0.01147651895630264,0.19804333585105582
d7bca607429724f6,b24ee093919f5d59,24,201875.0,0,30.23333333333333,0,23,1.0,0.0,0.0,False,17,24,1.0,1.0,True,4845000.0,0.027008838279882444,0.015514420822400288,0.7671727169566821
